court,cohesion,n_votos,carga,stratum,reporter,weight,maj_opin_assigner,year
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,96,,,1.0,JPStevens,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,JPStevens,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,7,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,JPStevens,1996.0
scotus,0.3333333333333333,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,JPStevens,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.75,8,96,,,1.0,SDOConnor,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,6,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,JPStevens,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,JPStevens,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,JPStevens,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,JPStevens,1996.0
scotus,0.5,8,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5,8,96,,,1.0,WHRehnquist,1996.0
scotus,0.3333333333333333,9,96,,,1.0,JPStevens,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.1111111111111111,9,96,,,1.0,WHRehnquist,1996.0
scotus,1.0,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.5555555555555556,9,96,,,1.0,WHRehnquist,1996.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,JPStevens,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.75,8,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,JPStevens,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,JPStevens,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.3333333333333333,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.7777777777777778,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,JPStevens,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.1111111111111111,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,0.5555555555555556,9,100,,,1.0,WHRehnquist,1997.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.0,8,92,,,1.0,BRWhite,1998.0
scotus,0.3333333333333333,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.75,8,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,7,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,8,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,8,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,0.3333333333333333,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.75,8,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,JPStevens,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,0.1111111111111111,9,92,,,1.0,JPStevens,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,1.0,7,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.3333333333333333,9,92,,,1.0,JPStevens,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.1111111111111111,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.7777777777777778,9,92,,,1.0,WHRehnquist,1998.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.7777777777777778,9,85,,,1.0,BRWhite,1999.0
scotus,0.7777777777777778,9,85,,,1.0,BRWhite,1999.0
scotus,0.7777777777777778,9,85,,,1.0,BRWhite,1999.0
scotus,0.7777777777777778,9,85,,,1.0,BRWhite,1999.0
scotus,1.0,9,85,,,1.0,BRWhite,1999.0
scotus,0.7777777777777778,9,85,,,1.0,BRWhite,1999.0
scotus,1.0,9,85,,,1.0,BRWhite,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.0,8,85,,,1.0,BRWhite,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,JPStevens,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,JPStevens,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.7777777777777778,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,JPStevens,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.7777777777777778,9,85,,,1.0,JPStevens,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,JPStevens,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,JPStevens,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,1.0,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,JPStevens,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,JPStevens,1999.0
scotus,0.5555555555555556,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.75,8,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.3333333333333333,9,85,,,1.0,WHRehnquist,1999.0
scotus,0.1111111111111111,9,85,,,1.0,JPStevens,1999.0
scotus,1.0,9,85,,,1.0,BRWhite,1999.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,0.3333333333333333,9,87,,,1.0,JPStevens,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.7777777777777778,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,0.3333333333333333,9,87,,,1.0,SDOConnor,2000.0
scotus,0.7777777777777778,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,0.1111111111111111,9,87,,,1.0,JPStevens,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.7777777777777778,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,JPStevens,2000.0
scotus,0.1111111111111111,9,87,,,1.0,JPStevens,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.5555555555555556,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.3333333333333333,9,87,,,1.0,JPStevens,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.5555555555555556,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,JPStevens,2000.0
scotus,1.0,9,87,,,1.0,BRWhite,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.7777777777777778,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,8,87,,,1.0,WHRehnquist,2000.0
scotus,0.7777777777777778,9,87,,,1.0,BRWhite,2000.0
scotus,0.3333333333333333,9,87,,,1.0,JPStevens,2000.0
scotus,0.42857142857142855,7,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.5555555555555556,9,87,,,1.0,WHRehnquist,2000.0
scotus,0.1111111111111111,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,8,87,,,1.0,WHRehnquist,2000.0
scotus,1.0,9,87,,,1.0,WHRehnquist,2000.0
