classe,num_processo,reu_preso_recorreu,seq_jurisdicionado,mp,pena_fixada_decisao_recorrida_anos,pena_fixada_decisao_recorrida_meses,sucesso_recurso,obs
RE,711777,0,901,false,0,0,,Absolvido
AI,821960,,1509,false,0,0,,Não há link para acórdão
ARE,670611,,891,false,0,0,,Não há processo
AREsp,703143,0,2306,false,0,2,1,'2887533'
AREsp,763414,0,134,false,0,3,4,'3174834'
AREsp,512290,,270,false,0,0,,'3178624'
AREsp,508797,0,773,false,0,0,,Novo Júri
AREsp,704837,0,2640,false,1,4,,
AREsp,755002,0,591,false,0,0,0,Guilherme – STJ
AREsp,516384,1,203,false,1,8,,Regime Fechado
REsp,1431351,0,1086,false,7,6,,
AREsp,723779,0,1668,false,0,0,0,Guilherme – STJ
AREsp,494519,0,1101,false,3,6,,regime fechado
AREsp,618566,0,179,false,8,7,,
REsp,1502138,0,1730,false,0,0,,
REsp,1464609,,1422,false,0,0,,recurso em sentido estrito
AREsp,581122,,641,true,0,0,,agravo em execução penal
AI,785552,,199,false,0,0,,recurso em sentido estrito - conflito de competência
ARE,646069,0,1924,false,0,6,,
AI,812689,,391,true,0,0,,Novo Juri
ARE,684091,0,347,false,1,0,,
REsp,1496317,,2244,false,0,0,0,Discussão cível
AREsp,552780,0,1330,false,2,1,0,Substituição da pena privativa de liberd
AREsp,521115,1,2137,false,8,6,0,
AREsp,669593,1,155,false,7,2,0,
REsp,1559873,,111,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,621707,0,1983,false,3,9,0,Substituição da pena privativa de liberd
AREsp,498339,0,635,false,3,0,0,Substituição da pena privativa de liberd
AREsp,637937,,2329,false,0,0,0,Processo sob segredo de justiça (condena
REsp,1498418,0,1678,false,0,3,0,Sentença determinou novo julgamento
AREsp,647526,0,1891,false,5,0,0,
AREsp,804779,,2030,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1542553,0,371,false,0,0,0,Réu absolvido no recurso
AREsp,460281,0,1592,false,8,4,0,
AREsp,777332,0,1027,false,5,4,0,
AREsp,577337,0,2256,false,3,2,0,Substituição da pena privativa de liberd
REsp,1474185,0,582,false,8,8,0,
AREsp,719930,0,1798,false,1,0,0,Substituição da pena privativa de liberd
AREsp,667021,,1704,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,652779,,1261,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,736680,0,2434,false,6,6,0,
AREsp,672690,0,1609,false,1,0,0,Substituição da pena privativa de liberd
REsp,1518222,,102,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,679634,1,1785,false,0,1,0,
REsp,1482927,0,2088,false,0,0,0,Réu absolvido no recurso
REsp,1439051,1,2564,false,1,8,0,
REsp,1454243,0,876,false,5,6,0,
REsp,1535167,1,1942,false,2,0,0,
REsp,1537413,,1735,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,505636,,2,false,0,0,0,Agravo de execução
AREsp,659288,0,1334,false,6,8,0,
AREsp,565928,,416,false,0,0,0,Discussão cível
AREsp,565928,,545,false,0,0,0,Discussão cível
AREsp,565928,,1913,false,0,0,0,Discussão cível
AREsp,786082,,1842,false,0,0,0,Agravo de execução
AREsp,786082,,387,false,0,0,0,Agravo de execução
AREsp,786082,,800,false,0,0,0,Agravo de execução
AREsp,786082,,1446,false,0,0,0,Agravo de execução
AREsp,786082,,2240,false,0,0,0,Agravo de execução
AREsp,786082,,1328,false,0,0,0,Agravo de execução
AREsp,786082,,1765,false,0,0,0,Agravo de execução
AREsp,786082,,2159,false,0,0,0,Agravo de execução
AREsp,786082,,2257,false,0,0,0,Agravo de execução
AREsp,786082,,1227,false,0,0,0,Agravo de execução
AREsp,786082,,729,false,0,0,0,Agravo de execução
AREsp,786082,,1160,false,0,0,0,Agravo de execução
AREsp,786082,,479,false,0,0,0,Agravo de execução
AREsp,786082,,2193,false,0,0,0,Agravo de execução
AREsp,786082,,1082,false,0,0,0,Agravo de execução
AREsp,786082,,825,false,0,0,0,Agravo de execução
REsp,1559916,,349,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1559916,,987,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1503724,1,2235,false,0,1,0,Processo sob segredo de justiça (condena
AREsp,615189,0,1577,false,6,4,0,
REsp,1493404,1,1708,false,4,1,0,
REsp,1529686,0,1809,false,11,0,0,
REsp,1484704,,1266,false,0,0,0,Agravo de execução
AREsp,732223,0,2540,false,6,1,0,
REsp,1544402,,108,false,0,0,0,Agravo de execução
AREsp,752972,0,1284,false,0,4,0,Concedido sursis
AREsp,686040,0,1744,false,1,4,0,Substituição da pena privativa de liberd
AREsp,743897,,1927,false,0,0,0,
REsp,1430069,0,1468,false,5,4,0,
REsp,1519449,1,2566,false,7,4,0,
AREsp,719134,0,1599,false,3,5,0,Substituição da pena privativa de liberd
AREsp,620942,0,2717,false,12,0,0,
AREsp,553310,0,788,false,14,0,0,
AREsp,759402,0,1028,false,6,2,0,
REsp,1448347,0,2616,false,4,2,0,
REsp,1444263,0,2336,false,5,0,0,
AREsp,518045,0,1454,false,5,0,0,
AREsp,518045,1,753,false,5,0,0,
AREsp,742764,0,1252,false,0,0,0,Réu absolvido em procedimento ordinário
REsp,1493452,0,1020,false,5,6,0,Não há provas de que o réu estava preso 
REsp,1500929,,1009,false,0,0,0,Inexistência de julgamento pelo tribunal
ARE,683732,0,899,false,0,1,6,Substituição da pena privativa de liberdade 
AI,845654,1,1486,false,0,0,0,Réu absolvido
AI,814022,,1141,false,0,0,0,Justiça do trabalho (inexistência de pena privativa de liberdade)
AI,784924,0,747,false,0,3,6,
ARE,697382,,1773,false,0,0,,Agravo de execução
RE,654336,0,1590,false,0,4,8,
ARE,637688,,2231,false,0,0,,Acordão não encontrado
RE,675953,,2414,false,0,0,,Agravo de execução
AI,788028,0,2051,false,0,0,,Acordão não encontrado
AI,844400,0,1503,false,0,3,6,Substituição da pena privativa de liberdade 
REsp,1522852,1,895,false,0,0,,sem acesso ao voto para verificar a pena
AREsp,712054,0,524,false,7,6,,Regime Fechado
REsp,1441003,0,338,false,4,0,,Regime Fechado
AREsp,585831,0,2459,false,5,0,,Regime Fechado
AREsp,745038,0,2422,false,1,4,,
AREsp,528656,0,1925,false,5,4,,
AREsp,730694,0,2014,false,5,0,,Regime Fechado
AREsp,719005,0,152,true,2,4,,
AREsp,764218,0,1985,false,5,4,,Regime Fechado
AREsp,680046,0,157,false,2,4,,
REsp,1558381,0,2521,false,1,4,,
AREsp,618637,0,2679,false,0,0,,recurso sem sentido estrito - prosseguimento da ação penal
AREsp,680256,0,560,false,7,7,,
AREsp,595099,0,438,false,1,6,,
AREsp,461521,0,1041,false,2,11,,
AREsp,461521,0,1883,false,4,2,,
AREsp,618512,1,1943,false,5,4,,
AREsp,618512,1,2098,false,6,2,,
REsp,1496978,1,1416,false,3,0,,Regime Fechado
REsp,1496978,1,152,true,7,0,,Regime Fechado
REsp,1430106,,338,false,0,0,,Segredo de Justiça
AREsp,805227,,888,false,0,0,,Agravo de Execução Penal
AREsp,770583,0,602,false,0,0,,
REsp,1433251,0,2631,true,5,2,,
AREsp,734090,,2546,false,0,0,,Segredo de Justiça
REsp,1558327,0,2248,false,7,0,,
AREsp,542763,0,553,false,0,7,,
AREsp,729731,,1200,false,0,0,,agravo em execução penal
REsp,1430333,,1892,false,0,0,,agravo em execução penal
REsp,1497680,,1220,false,0,0,,recurso em sentido estrito - denúncia rejeitada
AREsp,581754,0,837,false,5,4,,
REsp,1493948,0,2083,false,0,0,,
AREsp,703644,,2025,false,0,0,,Agravo em execução penal
AREsp,688694,0,1380,true,0,0,,Apelação que deu provimento ao pedido do MP de retirar a absolvição e dar proseeguimento à ação penal
REsp,1543345,0,2455,false,5,10,,
AREsp,599925,0,2528,false,7,5,,
AREsp,599925,0,1582,false,9,0,,
AREsp,504877,0,2446,false,0,0,,
AREsp,571812,0,2463,false,10,8,,
AREsp,812423,0,2265,false,1,8,,Regime Fechado
REsp,1562915,,2455,false,0,0,,Agravo de Execução Penal
REsp,1529385,,2455,false,0,0,,Sem decisão
REsp,1502246,,1331,false,0,0,,mandado de Segurança - sem decisão
REsp,1457546,,956,false,0,0,,Não possui decisão para consulta
AREsp,603118,,278,false,0,0,,
AREsp,603118,,434,false,0,0,,
AREsp,603118,,768,false,0,0,,
AREsp,603118,,2631,true,0,0,,
AREsp,731442,0,566,false,4,8,,não é possível ver inteiro teor
AREsp,491794,,1808,false,0,0,,não é possível verificar as decisões
AREsp,546485,,784,false,0,0,,
AREsp,546485,,551,false,0,0,,
Ag,1433366,,2090,false,0,0,,Mandado de Segurança - sem decisão/segredo de justiça
REsp,1558433,0,2624,false,0,0,,Recurso em sentido estrito - pronúncia
AREsp,713051,0,440,false,1,0,,
REsp,1509589,0,1859,false,2,3,,
AREsp,482149,,537,false,0,0,,
AREsp,482149,,178,false,0,0,,
AREsp,489862,0,779,false,12,2,,
AREsp,638495,0,2000,false,23,6,,
AREsp,493791,0,405,false,7,0,,
AREsp,763414,,134,false,0,0,,
AREsp,512290,,365,false,0,0,,
AREsp,512290,,270,false,0,0,,
AREsp,512290,,2074,false,0,0,,
AREsp,512290,,2109,false,0,0,,
AREsp,512290,,2009,false,0,0,,
AREsp,512290,,629,false,0,0,,
AREsp,512290,,145,false,0,0,,
AREsp,512290,,520,false,0,0,,
AREsp,666837,,1615,false,0,0,,agravo em execução penal
AREsp,635288,0,1296,false,13,4,,
REsp,1490643,0,896,false,6,4,,
AREsp,785765,0,1967,false,5,10,,
REsp,1456753,0,2320,false,1,11,,
AREsp,734101,0,2219,false,6,3,,
AREsp,748736,0,2551,false,1,0,,
AREsp,688903,,1907,false,0,0,,segredo de justiça
AREsp,625138,,1542,false,0,0,,segredo de justiça
AI,799543,0,1685,false,3,4,,pena na apelação numero TJGO 27886-2/213
ARE,726851,0,1885,false,3,6,,
RE,700394,1,1225,false,0,0,,não foi possível verificar a pena no processo originário
RE,680960,,1805,false,0,0,,processo não encontrado
ARE,654828,,2516,false,0,0,,processo não encontrado no STJ. Numeração inválida
ARE,680974,,643,false,0,0,,recurso em sentido estrito
AREsp,457757,1,802,false,14,0,,regime inicial fechado
AREsp,719941,0,2249,false,0,0,,sentença de pronúncia
AREsp,675949,,1800,false,0,0,,acórdão não disponível
REsp,1567438,0,2297,false,3,0,,
AREsp,611472,,2508,false,0,0,,acórdão não disponível
AREsp,739688,0,1138,false,2,4,,penas restritivas de direitos
AREsp,559420,,2054,false,0,0,,acórdão não disponível
AREsp,749618,0,661,false,2,3,,
REsp,1490226,1,1138,false,5,8,,
AREsp,473738,0,1138,false,8,0,,
REsp,1539887,0,1641,false,0,0,,"réu estava preso há 4 anos e 6 meses, porém sua pena era de 1 ano"
AREsp,478135,0,1325,true,7,2,,
AREsp,478135,0,2424,false,7,2,,
AREsp,631285,1,735,false,16,0,,
AREsp,784279,1,1491,true,9,6,,
AREsp,733350,0,1859,false,0,0,,sentença de pronúncia
AREsp,528010,0,1240,false,7,3,,
AREsp,485529,0,2371,false,0,0,,sentença de pronúncia
AREsp,762631,0,776,false,2,0,,penas restritivas de direitos
AREsp,609640,0,1859,false,1,4,,penas restritivas de direitos
AREsp,503001,1,1859,false,0,0,,"quantum não encontrado, por ser a soma de 4 penas diferentes"
AREsp,588281,,120,true,0,0,,apelação contra aspecto técnico
AREsp,487996,0,428,false,0,8,,
AREsp,648167,0,774,false,3,0,,penas restritivas de direitos
AREsp,654311,0,1859,false,0,0,,pena de multa
AREsp,627168,,428,false,0,0,,
AREsp,627168,,2399,false,0,0,,
AREsp,783072,0,116,false,6,5,,
AREsp,760664,0,2435,false,1,4,,
AREsp,785760,0,1904,false,4,4,,
AREsp,680315,0,1808,false,0,0,,pena de 20 dias
AREsp,556946,,2126,false,0,0,,
AREsp,501862,,2707,false,0,0,,processo não encontrado
AREsp,571577,,1466,false,0,0,,processo não encontrado
AREsp,459708,1,2402,false,0,0,,hc contra prisão preventiva
AREsp,555962,,428,false,0,0,,agravo de execução
AREsp,536907,0,597,false,5,4,,regime semiaberto
REsp,1491366,0,1878,false,0,0,,Recurso do MP contra absolvição
REsp,1493679,,2455,false,0,0,,recurso em sentido estrito
AREsp,459139,1,2598,false,7,0,,
AREsp,459813,1,2621,false,14,8,,
REsp,1519492,,2455,false,0,0,,processo não encontrado
AREsp,498969,0,1550,false,6,0,,
AREsp,599590,0,821,false,0,0,,réu absolvido na 2a instância
REsp,1524449,,2455,false,0,0,,agravo de execução
REsp,1501809,,804,false,0,0,,área cível
REsp,1510404,0,2347,false,3,0,,penas restritivas de direito
AREsp,512481,1,1319,true,13,0,,
AREsp,501315,0,1076,false,0,6,,
REsp,1441406,0,856,false,0,0,,Julgamento de juri - absolvição
REsp,1441406,0,1076,false,0,0,,Julgamento de juri - absolvição
AREsp,564322,0,2512,false,0,0,,Recurso ministerial para reformar decisão que negava provimento à denúncia. Foi aceito.
REsp,1449591,0,1076,false,0,0,,Punibilidade extinta - prescrição
REsp,1493225,,1076,false,0,0,,Agravo de execução
REsp,1458499,0,1140,false,1,0,,
AREsp,810590,0,2191,false,4,0,,
REsp,1471506,0,1644,false,3,6,,
AREsp,810580,1,2398,false,17,4,,
AREsp,639690,1,1568,false,7,3,,
AREsp,585748,1,338,false,7,9,,regime inicial fechado
REsp,585856,0,822,false,2,4,,
AREsp,462955,1,2700,false,4,8,,regime inicial fechado
AREsp,745416,0,980,false,1,4,,
AREsp,569600,1,428,false,6,8,,segredo de justiça
AREsp,474855,1,241,false,10,0,,
AREsp,474855,1,152,true,8,0,,
REsp,583359,1,790,false,5,0,,regime inicial fechado
AREsp,804300,1,590,false,4,10,,
REsp,647538,0,428,false,5,10,,regime inicial semiaberto
AREsp,644753,0,1711,false,0,0,,réu absolvido na segunda instância
AREsp,628718,,338,false,0,0,,processo não encontrado
AREsp,619605,1,7,false,6,5,,regime inicial fechado
REsp,495807,,399,false,0,0,,segredo de justiça
AREsp,624162,,1814,false,0,0,,área cível
AREsp,507466,0,1724,false,7,0,,regime inicial semiaberto
REsp,1528353,0,356,false,2,0,,
REsp,595140,1,338,false,5,0,,regime fechado
AREsp,1502311,0,534,false,0,0,,
AI,833343,,2697,false,0,0,,sentença não encontrada
ARE,704748,,1553,false,0,0,,processo baixado
AI,856083,,1810,false,0,0,,
ARE,695645,,1772,false,0,0,,processo não encontrado
AI,791629,0,695,false,3,2,,
AI,804167,0,391,true,0,8,,
AI,845912,,763,false,0,0,,obs: direito do consumidor
AI,820037,0,2388,false,2,1,,
AI,812164,0,751,false,0,0,,obs: Quantum não localizado
AREsp,644316,,2127,false,0,0,,Direito Civil
REsp,1441521,,1658,false,0,10,,
AREsp,685474,0,824,false,5,4,,
AREsp,785719,0,129,false,1,8,,
AREsp,531216,0,724,false,9,0,,
AREsp,680719,0,1424,false,5,4,,
REsp,1524464,1,1369,false,4,2,,
AREsp,552038,1,1632,false,5,0,,
AREsp,644147,0,1859,false,5,6,,
REsp,1548423,,2395,false,0,0,,Agravo em execução
AREsp,712473,0,1110,false,5,4,,Sem data
AREsp,657014,1,1192,false,5,0,,
AREsp,462784,1,1897,false,5,6,,
AREsp,472225,0,2353,false,5,10,,
AREsp,805218,0,482,false,2,4,,
AREsp,471247,1,1866,false,15,6,,
AREsp,472072,0,490,false,5,6,,
AREsp,718790,0,338,false,2,0,,
REsp,1549432,,1166,false,0,0,,Execução penal
AREsp,460519,1,1543,false,0,0,,Segredo de Justiça
REsp,1430857,0,338,false,1,4,,
REsp,1553372,0,338,false,1,8,,
REsp,1525721,0,810,false,8,5,,
AREsp,577343,0,338,false,4,0,,
AREsp,517376,0,1045,false,9,4,,
REsp,1441041,,1299,false,0,0,,Decisão não disponível
REsp,1470242,1,338,false,2,6,,Regime fechado
AREsp,797605,0,1095,false,2,4,,Regime Fechado
REsp,1458875,0,2043,false,1,8,,Regime Fechado
AREsp,568323,0,2228,false,2,0,,
AREsp,523489,0,2419,false,1,2,,
AREsp,785904,,857,false,0,0,,Segredo de Justiça
AREsp,634180,,1880,false,0,0,,Recurso em sentido estrito
AREsp,658596,,1183,false,0,0,,Processo não encontrado
AREsp,698567,0,409,false,3,0,,
AREsp,698567,0,1427,false,3,0,,
REsp,1431813,,369,false,0,0,,Agravo em execução
AREsp,639150,0,369,false,6,5,,Regime Fechado. Acordao não disponível.
AREsp,803506,0,128,false,9,4,,
REsp,1461447,0,2706,false,2,0,,
AREsp,759186,1,508,false,20,0,,
AREsp,525659,,1527,true,0,0,,Recurso em sentido estrito.
AREsp,665219,0,2455,false,7,6,,
REsp,1492554,0,2455,false,3,6,,
AREsp,808184,0,855,false,13,0,,
AREsp,746620,0,2084,false,6,8,,Regime fechado
AREsp,691172,0,2344,false,0,1,,
AREsp,504989,0,2525,false,3,2,,
REsp,1509857,,1037,false,0,0,,Recurso em sentido estrito.
REsp,1430101,0,1076,false,4,1,,Regime Fechado
REsp,1556922,,1076,false,0,0,,Agravo em execução
AREsp,649671,,1476,false,0,0,,Acórdão não disponível.
REsp,1467440,,2454,false,0,0,,Acórdão não disponível.
AREsp,703235,,78,false,0,0,,
REsp,1459408,,428,false,0,0,,Recurso em sentido estrito.
AREsp,826123,,1353,false,0,0,,Processo não encontrado.
AREsp,502773,0,428,false,2,3,,
AREsp,813646,1,428,false,5,10,,
AREsp,819554,1,428,false,5,4,,
REsp,1523172,,1534,false,0,0,,Recurso em sentido estrito
AREsp,718294,0,2342,false,2,8,,
AREsp,466008,1,222,false,7,0,,Regime Fechado
AREsp,552125,0,2553,false,1,0,,
ARE,675223,,2139,false,0,0,,
ARE,703135,,2174,true,0,0,,Processo não esta em tramitação
ARE,718386,,1764,false,0,0,,Processo não encontrado
AI,835656,,2143,false,0,0,,Sem info
ARE,637980,0,471,false,0,0,,
AI,787029,0,391,true,0,0,,Novo juri
AI,787029,0,927,false,0,0,,Novo juri
RE,635415,,1697,false,0,0,,Processo não encontrado
ARE,717605,1,557,false,2,11,,
REsp,1465181,0,1849,false,2,6,,Substituiu por restritiva de direitos
AREsp,490074,0,2168,false,7,4,,Regime Fechado
AREsp,734100,0,382,false,5,4,,"Regime SemiAberto. Falta um réu no resultado da query: JOSÉ ALEX ALVES LINS, condenado nos mesmos termos"
REsp,1504288,1,65,false,8,9,,Regime Fechado
REsp,1455801,0,334,false,1,3,,Regime Semiaberto
AREsp,567143,0,1458,false,0,0,,20 dias (Regime aberto)
AREsp,801124,0,457,false,9,5,,Não diz a situação carcerária
AREsp,649795,0,1938,false,5,10,,
AREsp,560827,0,1567,false,0,0,,Absolvido
AREsp,717066,0,1317,false,1,8,,Substituição por restritiva de direitos
REsp,1535879,0,184,false,1,8,,Substituição por restritiva de direitos
AREsp,530605,0,2555,false,1,5,,"Regime Fechado, foi preso em flagrante"
REsp,1525314,0,1588,false,0,0,,Retorno ao 1º grau para novo julgamento
AREsp,822342,0,1864,false,2,0,,Regime Aberto
REsp,1467144,,2006,false,0,0,,Não há processo
REsp,1456757,0,1290,false,0,0,,Atipicidade da conduta
AREsp,686066,1,272,false,72,0,,"Regime Fechado, esteve preso durante toda a instrução criminal"
AREsp,655188,1,1111,false,10,0,,Foi expedido alvará de soltura para os outros co-réus. Deduz-se então que Ivan está preso
AREsp,656832,,1063,false,0,0,,Não há processo
AREsp,488265,0,2250,false,5,0,,"Regime Fechado, foi preso em flagrante"
AREsp,607088,0,232,false,0,0,,Não diz a pena nem a situação carcerária
AREsp,726176,0,1151,false,10,4,,Envio do caso ao  Tribunal do Juri. Recurso em sentido estrito. Regime Fechado
AREsp,743800,0,1515,false,6,2,,Semiaberto
AREsp,710901,0,650,false,4,2,,"Após o trânsito em julgado, expeça-se mandado de prisão"
REsp,1457534,0,73,false,4,8,,Semiaberto
REsp,1546616,0,1964,false,10,0,,Não diz a situação carcerária
REsp,1508396,0,429,false,0,0,,"""Após o trânsito em julgado, expeçam-se mandados de prisão"""
REsp,1496983,0,66,false,0,0,,Absolvido
REsp,1459807,0,1230,false,1,0,,Substituição da pena
AREsp,501509,,152,true,0,0,,Não achei o processo
AREsp,621718,,338,false,0,0,,Não achei o processo
REsp,1496113,0,1205,false,9,0,,Apelação contra conselho de sentença
AREsp,829532,,2161,false,0,0,,RES em segredo de justiça
AREsp,829532,,2161,false,0,0,,APEL em segredo de justiça
AREsp,705491,,370,false,0,0,,Não há link
AREsp,698600,0,610,false,6,3,,
AREsp,471535,0,2492,false,0,4,,
REsp,1510816,,2032,false,0,0,,Não achei o processo
REsp,1511348,0,803,false,0,0,,Extinção da punibilidade
REsp,1510089,0,289,false,2,0,,Regime Aberto
REsp,1538696,0,2377,false,0,8,,Concessão do Sursis
AREsp,715402,,359,false,0,0,,Não faz mensão à pena nem à situação carcerária
AREsp,459191,0,2695,false,2,8,,ABERTO
AREsp,578989,0,1801,false,8,3,,Regime Fechado. Não diz a situação carcerária
AREsp,723205,0,333,false,0,0,,Convocação de novo julgamento
REsp,1511386,,1007,false,0,0,,Agravo de Execução
AREsp,628501,0,1788,false,3,8,,Regime Aberto
AREsp,798169,,957,false,0,0,,
AREsp,798169,,1793,false,0,0,,
AREsp,621058,,1634,false,0,0,,
AREsp,615965,,941,false,0,0,,
AREsp,615965,,2631,true,0,0,,
AREsp,707363,1,463,false,6,0,,"Regime Semiaberto, mas acórdão diz que o réu está preso"
AREsp,552152,0,2028,false,0,0,,"""provimento ao recurso para receber a denúncia oferecida, devendo os autos serem remetidos ao Juízo de origem para prosseguimento do feito"""
AREsp,461064,0,2198,false,4,10,,"Regime Semiaberto, foi preso em flagrante"
AREsp,473644,0,183,false,6,0,,Regime Fechado
REsp,1475630,1,1248,false,6,5,,"""julgar prejudicado o pedido de recorrer em liberdade"""
AREsp,809172,0,327,false,2,2,,Regime aberto
AREsp,723774,0,1653,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,723774,0,935,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
AREsp,723774,0,728,false,0,0,,Processo extinto em primeira instância sem resolução de mérito. MP apelou e venceu na 2ª instância. A ação penal prosseguirá em 1ª instância.
ARE,727909,,1044,false,0,0,,Problema com a numeração do processo. Não achei o processo
ARE,707930,0,1777,false,4,4,,Regime fechado. Não diz a situação carcerária
AI,853032,,562,false,0,0,,
AI,797526,,2072,false,0,0,,Certidão sem link
ARE,649621,,911,false,0,0,,Não achei o processo
ARE,649621,,406,false,0,0,,
RE,634598,,1340,false,0,0,,Certidão sem link
AI,785458,,1477,false,0,0,,Não achei o processo
AI,794878,,391,true,0,0,,Agravo em Execução
AI,814428,,391,true,0,0,,Agravo em Execução
AI,803161,0,988,false,0,0,,Concessão de HC. Soltura
ARE,700292,0,2437,false,43,0,,
AI,821960,,507,true,0,0,,
AI,821960,,2349,false,0,0,,
RE,635660,,1301,false,0,0,,Não achei o processo
AREsp,512290,,2314,false,0,0,,'3178624'
AREsp,719904,0,1441,false,0,0,,Recurso em sentido estrito - desclassificação de homicídio doloso para culposo
AREsp,718149,,338,false,0,0,0,Guilherme – STJ
REsp,1496477,0,2330,false,1,2,,
REsp,1556984,0,2289,false,5,8,,
REsp,1458077,0,412,false,0,6,,
REsp,1536389,0,2019,false,2,0,0,Guilherme – STJ
AREsp,691581,0,2385,false,0,0,,Recurso em sentido estrito - desclassificação
AREsp,573952,1,428,false,7,0,,
REsp,1501820,0,1406,false,7,3,,
REsp,1524483,0,2485,false,4,6,,
AREsp,762682,0,2249,false,3,0,0,Guilherme – STJ
AI,836587,,363,false,0,0,,
AI,852963,,2130,false,0,0,,não é possível ver decisões
AI,813680,,1914,false,0,0,,recurso em sentido estrito -pronúncia
ARE,726122,0,391,true,3,6,,
AREsp,730466,0,1959,false,4,4,0,
AREsp,730466,0,1210,false,3,7,0,
REsp,1429811,,30,false,0,0,0,Inexistência de julgamento (princípio da
REsp,1496317,,2331,false,0,0,0,Discussão cível
REsp,1496317,,563,false,0,0,0,Discussão cível
REsp,1477823,,20,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,805570,1,1505,false,5,1,0,
AREsp,561024,,2295,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1503546,,1804,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1508430,0,1845,false,5,4,0,
AREsp,617554,,1816,false,0,0,0,Agravo de execução
AREsp,468381,0,191,false,5,4,0,
AREsp,499938,0,22,false,0,0,0,Réu absolvido no recurso
AREsp,651414,0,124,false,2,0,0,Substituição da pena privativa de liberd
AREsp,602987,1,690,false,18,0,0,
AREsp,545105,0,269,false,2,0,0,Substituição da pena privativa de liberd
AREsp,627189,1,1606,false,5,4,0,
AREsp,577337,0,792,false,3,2,0,Substituição da pena privativa de liberd
AREsp,786852,0,1846,false,3,0,0,Substituição da pena privativa de liberd
AREsp,615275,0,1395,false,1,2,0,
AREsp,523039,0,1934,false,3,0,0,Substituição da pena privativa de liberd
REsp,1469147,0,2503,false,0,0,0,Réu absolvido no recurso
REsp,1438297,1,2425,false,1,1,0,Substituição da pena privativa de liberd
AREsp,602213,0,2699,false,0,3,0,Concedido sursis
AREsp,640716,0,1881,false,1,6,0,
AREsp,590871,1,1594,false,8,0,0,
AREsp,485542,0,1145,false,0,0,0,Sentença determinou novo julgamento
AREsp,485465,0,2050,false,6,2,0,
AREsp,478142,0,2135,false,10,1,0,
AREsp,743272,1,558,false,6,9,0,
REsp,1552079,0,2182,false,0,0,0,Réu absolvido no recurso
REsp,1442661,,1283,false,0,0,0,Réu absolvido em procedimento ordinário
AREsp,798567,0,2093,false,2,8,0,Substituição da pena privativa de liberd
REsp,1450283,,1156,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,703179,,2144,false,0,0,0,Inexistência de julgamento pelo tribunal
AREsp,504987,0,2394,false,5,4,0,
REsp,1471970,,2202,false,0,0,0,Inexistência de julgamento pelo tribunal
REsp,1459429,0,2442,false,2,8,0,Substituição da pena privativa de liberd
AREsp,565928,,2523,false,0,0,0,Discussão cível
AREsp,580588,1,1680,false,9,4,0,
AREsp,786082,,1564,false,0,0,0,Agravo de execução
AREsp,786082,,2580,false,0,0,0,Agravo de execução
AREsp,786082,,1893,false,0,0,0,Agravo de execução
AREsp,786082,,170,false,0,0,0,Agravo de execução
AREsp,786082,,239,false,0,0,0,Agravo de execução
AREsp,786082,,1926,false,0,0,0,Agravo de execução
AREsp,786082,,942,false,0,0,0,Agravo de execução
AREsp,786082,,904,false,0,0,0,Agravo de execução
AREsp,786082,,1673,false,0,0,0,Agravo de execução
AREsp,786082,,1293,false,0,0,0,Agravo de execução
AREsp,786082,,1098,false,0,0,0,Agravo de execução
AREsp,786082,,139,false,0,0,0,Agravo de execução
AREsp,786082,,1378,false,0,0,0,Agravo de execução
AREsp,786082,,982,false,0,0,0,Agravo de execução
AREsp,786082,,1948,false,0,0,0,Agravo de execução
AREsp,786082,,92,false,0,0,0,Agravo de execução
AREsp,786082,,1010,false,0,0,0,Agravo de execução
AREsp,786082,,1899,false,0,0,0,Agravo de execução
AREsp,786082,,2430,false,0,0,0,Agravo de execução
AREsp,786082,,906,false,0,0,0,Agravo de execução
AREsp,786082,,2184,false,0,0,0,Agravo de execução
AREsp,786082,,1171,false,0,0,0,Agravo de execução
AREsp,786082,,2410,false,0,0,0,Agravo de execução
AREsp,786082,,1995,false,0,0,0,Agravo de execução
AREsp,786082,,528,false,0,0,0,Agravo de execução
AREsp,786082,,607,false,0,0,0,Agravo de execução
AREsp,790632,,1371,false,0,0,0,Agravo de execução
AREsp,671652,0,2269,false,6,8,0,
AREsp,749585,0,1335,false,4,2,0,
