Time,"Time Code","Country Name","Country Code","AIDS estimated deaths (UNAIDS estimates) [SH.DYN.AIDS.DH]","Children orphaned by HIV/AIDS [SH.HIV.ORPH]","Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS]","CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC]","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP) [EG.USE.COMM.GD.PP.KD]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Forest area (% of land area) [AG.LND.FRST.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Population living in slums (% of urban population) [EN.POP.SLUM.UR.ZS]","Population, total [SP.POP.TOTL]","Vulnerable employment, female (% of female employment) [SL.EMP.VULN.FE.ZS]","Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]"
1993,"YR1993","St. Vincent and the Grenadines","VCT","","","","0.949894534285609","","2.811","64.8717948717949","","","108092","17.764000415802","85.5894"
1993,"YR1993","Sub-Saharan Africa","SSF","","","","0.823957693259688","256.609399491886","6.1370012720691","29.0779379483534","66.3305","","556451898","82.2385191492996","136.133833837509"
1993,"YR1993","Sub-Saharan Africa (excluding high income)","SSA","","","","0.823738498386875","256.609399491887","6.1370012720691","29.0767822457541","66.32604","","556379645","82.2385191492996","136.142701995503"
1993,"YR1993","Sub-Saharan Africa (IDA & IBRD)","TSS","","","","0.823957693259687","256.609399491887","6.1370012720691","29.0779379483534","66.3305","","556451898","82.2385191492996","136.133833837509"
1993,"YR1993","Sudan","SDN","200","620","","0.106719318868647","190.185323730911","5.964","12.7121506734007","","","22535937","54.1380004882813","108.6112"
1993,"YR1993","Suriname","SUR","100","100","","4.74961340715609","","3.16","98.8352564102564","","","430039","8.32500004768372","64.9506"
1993,"YR1993","Sweden","SWE","","","","5.93630508520844","183.568148292715","1.99","68.4627382170883","","","8718561","5.75200003385544","10.539"
1993,"YR1993","Switzerland","CHE","","","","5.87342383146219","75.6758897959953","1.51","29.444205519998","","","6938265","12.1719999313354","6.3756"
1993,"YR1993","Syrian Arab Republic","SYR","","","","3.36660194466789","","4.762","2.12210251387529","","","13564167","48.3080005645752","67.2686"
1993,"YR1993","Tajikistan","TJK","100","100","","0.925580708580483","305.50468325649","4.841","2.91940554444127","","","5594114","37.2330007553101","55.9474"
1993,"YR1993","Tanzania","TZA","40000","150000","","0.0922308340717761","272.833367851409","6.013","61.7746669677128","","","28149328","97.2430019378662","138.2674"
1993,"YR1993","Thailand","THA","7300","7700","","2.14083082927372","107.135778946005","1.956","29.1781009610679","","","58364891","67.7540016174316","49.3276"
1993,"YR1993","Timor-Leste","TLS","","","","","","5.874","62.7034297242771","","","833611","65.810001373291","61.9486"
1993,"YR1993","Togo","TGO","1400","5700","","0.212897356557044","317.908631458071","5.965","11.4965986394558","","","4064926","91.0579986572266","107.1262"
1993,"YR1993","Tonga","TON","","","","0.88182217389486","","4.547","12.5","","","95644","56.0240001678467","24.1198"
1993,"YR1993","Trinidad and Tobago","TTO","200","610","","14.4421937517227","420.078244437694","2.131","46.504873294347","","","1244407","21.1130003929138","53.7158"
1993,"YR1993","Tunisia","TUN","100","100","","1.87839617306447","100.211274251395","2.907","4.51338825952626","","","8784888","18.4580003619194","15.589"
1993,"YR1993","Turkey","TUR","","","","2.80893776647959","81.2593991216407","2.868","12.7207879110742","","","56653729","71.83899974823","59.1488"
1993,"YR1993","Turkmenistan","TKM","","","","7.06010064353921","416.042791451531","3.898","8.78215904496414","","","4010789","22.0550003051758","26.2236"
1993,"YR1993","Turks and Caicos Islands","TCA","","","","2.92530277757633","","","36.2105263157895","","","13789","",""
1993,"YR1993","Tuvalu","TUV","","","","0.801004805591962","","","33.3333333333333","","","9156","",""
1993,"YR1993","Uganda","UGA","62000","390000","","0.0405216031067958","","7.057","22.4533306641309","","","19275422","96.2489986419678","199.239"
1993,"YR1993","Ukraine","UKR","200","200","","10.3362052817588","505.070662607732","1.563","16.1298006386468","","","52179210","13.8709995374083","54.8676"
1993,"YR1993","United Arab Emirates","ARE","","","","29.8904510046865","108.446767987308","3.827","3.16387559808612","","","2207405","0.426000013947487","39.3358"
1993,"YR1993","United Kingdom","GBR","","","","9.45469582828167","137.089822385398","1.76","11.7009052205183","","","57718614","6.13799977302551","30.4738"
1993,"YR1993","United States","USA","","","","19.3470829142925","203.720101479755","2.0195","33.0578799339663","","","259919000","6.24000018835068","57.9556"
1993,"YR1993","Upper middle income","UMC","","","","3.56379502717126","216.152775948031","2.22897884824866","35.9929018368394","94.02766","","2096571016","55.1013308334588","39.6100098636466"
1993,"YR1993","Uruguay","URY","100","200","","1.40534555426025","71.706847750987","2.465","5.53862415723917","","","3178155","21.9510009288788","69.9376"
1993,"YR1993","Uzbekistan","UZB","200","","","5.29727914501869","866.021708941202","3.8","7.27574047954866","","","21942000","29.9830007553101","57.089"
1993,"YR1993","Vanuatu","VUT","","","","0.390072208942896","","4.814","36.0951599671862","","","159814","80.3560028076172","68.2506"
1993,"YR1993","Venezuela, RB","VEN","","","","5.85003914935131","128.597986506502","3.218","58.0052151238592","","","21263443","29.4010004997253","94.771"
1993,"YR1993","Vietnam","VNM","100","500","","0.317070322642947","166.330404846621","3.089","30.9447294847768","","","72560427","88.0259971618652","32.9962"
1993,"YR1993","Virgin Islands (U.S.)","VIR","","","","","","2.712","64.7142857142857","","","106578","24.6740007400512","74.5186"
1993,"YR1993","West Bank and Gaza","PSE","","","","","","6.515","1.50830564784053","","","2262676","50.2819995880127","107.4704"
1993,"YR1993","World","WLD","560000","2300000","","3.99687679199773","174.990675810307","2.99398311562796","31.6576481513225","83.8158","","5544873088","54.0930502872652","64.1523699702305"
1993,"YR1993","Yemen, Rep.","YEM","","","","0.62105368967455","60.2651459639854","8.048","1.03983180862549","","","14017239","43.0460019111633","139.255"
1993,"YR1993","Zambia","ZMB","23000","82000","","0.288481432128204","288.506364728996","6.278","70.3536501701664","","","8669168","91.898998260498","149.4638"
1993,"YR1993","Zimbabwe","ZWE","52000","210000","","1.50032276533603","378.148216235515","4.691","54.7576580069794","","","10905756","81.0739994049072","110.8408"
1994,"YR1994","Afghanistan","AFG","","","","0.0800391696659047","","7.572","2.06782464846981","","","16172719","76.0209970474243","164.4486"
1994,"YR1994","Albania","ALB","100","","","0.600203707768206","117.567098404927","2.672","28.5036496350365","","","3207536","76.4659976959229","18.9718"
1994,"YR1994","Algeria","DZA","100","200","","3.04688495656533","89.7699588427331","3.702","0.685129359207974","","","28362253","38.2079992294312","20.5276"
1994,"YR1994","American Samoa","ASM","","","","","","","91.25","","","51803","",""
1994,"YR1994","Andorra","AND","","","","6.4942004243981","","","34.0425531914894","","","62677","",""
1994,"YR1994","Angola","AGO","1100","4000","","0.281092579375306","207.891288037403","6.992","48.5095050934467","","","13841301","78.9829998016357","208.8"
1994,"YR1994","Antigua and Barbuda","ATG","","","","3.73249766449616","","2.166","23.1363636363636","","","71719","","70.6438"
1994,"YR1994","Arab World","ARB","","","","3.64485889411981","111.220358500649","4.5758055337002","3.61634470201176","76.04739","","247435930","42.8663014605086","63.1775517084491"
1994,"YR1994","Argentina","ARG","1700","4800","","3.54209501878213","106.459913303472","2.815","12.2848404459402","","","34558115","25.4580008983612","71.8416"
1994,"YR1994","Armenia","ARM","100","","","0.824155363222745","210.75215196552","2.179","11.7386722866175","","","3283660","62.0540008544922","67.997"
1994,"YR1994","Aruba","ABW","","","","21.0362451108214","","2.108","2.33333333333333","","","76700","","48.3996"
1994,"YR1994","Australia","AUS","790","","","15.5765862783534","171.683093366909","1.842","16.7477187821356","","","17855000","10.0199998617172","20.3062"
1994,"YR1994","Austria","AUT","200","","","7.18926470095329","98.1216786425463","1.47","46.0256720755631","","","7936118","11.8870000839233","18.149"
1994,"YR1994","Azerbaijan","AZE","100","100","","5.5253585625905","511.53983949778","2.52","10.3320235048127","","","7597000","67.4069986343384","39.452"
1994,"YR1994","Bahamas, The","BHS","","","","6.11399264212835","","2.566","51.4485514485514","","","275895","10.9020000100136","66.5088"
1994,"YR1994","Bahrain","BHR","100","","","26.9092683974177","272.958700357598","3.244","0.394366197183099","","","549588","0.440999999642372","20.8986"
1994,"YR1994","Bangladesh","BGD","100","100","","0.163272687732974","90.0206227034958","3.846","11.3974033955597","","","116182267","83.716999053955","134.7346"
1994,"YR1994","Barbados","BRB","100","","","2.83342991875462","","1.729","14.6511627906977","","","264015","9.80500036478043","55.5558"
1994,"YR1994","Belarus","BLR","100","","","6.36122489488609","431.284179065549","1.533","39.3275488069414","","","10227000","1.7419999614358","39.75"
1994,"YR1994","Belgium","BEL","","","","11.1051094037597","162.471687692732","1.56","","","","10115603","14.8399996757507","10.5622"
1994,"YR1994","Belize","BLZ","100","100","","1.85464660789194","","4.201","68.0990793511618","","","201674","19.630000114441","115.5336"
1994,"YR1994","Benin","BEN","610","1500","","0.221397671073217","214.212756263238","6.446","48.6076622915928","","","5714220","95.943998336792","125.1888"
1994,"YR1994","Bermuda","BMU","","","","8.96350303438975","","","20","","","59320","",""
1994,"YR1994","Bhutan","BTN","","","","0.411780764100112","","4.796","63.9806532663317","","","516503","90.7399978637696","98.2362"
1994,"YR1994","Bolivia","BOL","100","100","","1.16403110935762","113.015701290517","4.585","56.9679682451768","","","7418861","33.1050004959106","91.956"
1994,"YR1994","Bosnia and Herzegovina","BIH","","","","0.818125483689288","246.985493920179","1.713","42.96875","","","3948816","55.0419979095459","25.4476"
1994,"YR1994","Botswana","BWA","4200","13000","","1.9787064259811","108.267011397242","4.064","23.3705644663244","","","1532622","33.8339996337891","79.053"
1994,"YR1994","Brazil","BRA","19000","91000","","1.51625700823636","90.50450619948","2.638","64.1928228050739","","","159705123","41.8010005950928","83.941"
1994,"YR1994","British Virgin Islands","VGB","","","","4.46897850653667","","","24.6","","","18052","",""
1994,"YR1994","Brunei Darussalam","BRN","","","","16.2119333390899","76.5596526673527","2.914","77.1537001897533","","","289525","3.43600010871887","34.511"
1994,"YR1994","Bulgaria","BGR","100","","","6.4145207886076","308.243601317238","1.37","30.2467685076381","","","8443591","10.451000213623","59.328"
1994,"YR1994","Burkina Faso","BFA","11000","66000","","0.0657450429823478","","6.882","24.1498538011696","","","9816588","93.1489982604981","143.936"
1994,"YR1994","Burundi","BDI","4700","25000","","0.0399699775546967","","7.338","9.83644859813084","","","5871607","97.2759971618652","48.18"
1994,"YR1994","Cabo Verde","CPV","100","500","","0.29981590690903","","4.698","16.7468982630273","","","379156","50.3759994506835","107.6974"
1994,"YR1994","Cambodia","KHM","600","1000","","0.143261961561072","","4.867","70.1608882846136","","","10315376","95.031997680664","60.673"
1994,"YR1994","Cameroon","CMR","4900","15000","","0.291185812599259","175.496336041065","6.073","49.5779653487339","","","13109660","92.5579967498779","171.39"
1994,"YR1994","Canada","CAN","","","","15.6928758975795","250.478300387212","1.6695","38.2783545627596","","","29111906","8.50100004673005","23.127"
1994,"YR1994","Caribbean small states","CSS","","","","5.26663777118368","","2.68181863362771","86.0784982092133","92.58711","","6238576","26.8828079512944","81.3579444955408"
1994,"YR1994","Cayman Islands","CYM","","","","12.0789552487107","","","52.9166666666667","","","30055","",""
1994,"YR1994","Central African Republic","CAF","4400","11000","","0.0718212059357279","","5.651","36.1128768178754","","","3267670","75.5820016860962","140.6568"
1994,"YR1994","Central Europe and the Baltics","CEB","","","","7.35742662873523","219.818202958995","1.59016487325782","32.1587075194393","","","110019570","24.4291885800667","34.3501351079654"
1994,"YR1994","Chad","TCD","2500","9400","","0.015161545114368","","7.416","5.20441550190597","","","6772133","98.966999053955","217.4296"
1994,"YR1994","Channel Islands","CHI","","","","","","1.441","4.21052631578947","","","143384","10.3839998245239","15.4788"
1994,"YR1994","Chile","CHL","","1400","","2.70404833760533","106.849578602715","2.36","20.8348800051645","","","14091389","22.26699924469","63.818"
1994,"YR1994","China","CHN","","","","2.56599389177193","349.343266354461","1.739","17.5841674433467","","","1191835000","62.8249998092651","13.7472"
1994,"YR1994","Colombia","COL","2100","4700","","1.83501679917385","90.2689734972152","2.727","57.1154393871113","","","36823537","44.5469989776612","82.9368"
1994,"YR1994","Comoros","COM","100","","","0.150716994356198","","5.941","25.4701773240193","","","462277","82.1469974517822","104.497"
1994,"YR1994","Congo, Dem. Rep.","COD","27000","160000","","0.0407002326406505","376.349074504192","6.777","70.1869830837432","","","40273701","62.1079998016358","125.9054"
1994,"YR1994","Congo, Rep.","COG","3300","14000","","0.789298206756518","57.1324469075613","5.165","66.3484626647145","","","2722497","93.1410021781921","131.551"
1994,"YR1994","Costa Rica","CRI","200","700","","1.53822412419104","76.4636947241301","2.899","48.7426556991774","","","3425690","20.0980010032654","88.3214"
1994,"YR1994","Cote d'Ivoire","CIV","28000","96000","","0.332757415694029","131.498938176518","6.298","32.2779874213836","","","14083611","89.8649997711182","144.1624"
1994,"YR1994","Croatia","HRV","","","","3.54634387096774","","1.47","33.3392952960114","","","4650000","31.7629995346069","20.0466"
1994,"YR1994","Cuba","CUB","100","200","","2.97196860814417","","1.645","20.5661080074488","","","10850585","3.33300004899501","69.28"
1994,"YR1994","Curacao","CUW","","","","","","","","","","144630","","48.326"
1994,"YR1994","Cyprus","CYP","100","","","6.74166238606635","121.151310559105","2.206","17.8906926406926","","","837110","18.1760005950928","19.8208"
1994,"YR1994","Czech Republic","CZE","100","","","12.167517049017","218.594557222197","1.44","34.0649669988353","","","10333587","6.74700015783309","31.279"
1994,"YR1994","Denmark","DNK","500","","","11.7169488953513","103.505304997217","1.81","13.2010370021211","","","5206180","5.41300010681152","8.5434"
1994,"YR1994","Djibouti","DJI","100","200","","0.489038604293936","","5.546","0.241587575496117","","","622366","44.3070011138916","41.8272"
1994,"YR1994","Dominica","DMA","","","","0.92480349712076","","","65.24","","","71373","",""
1994,"YR1994","Dominican Republic","DOM","1400","2900","","1.60906105105447","102.675870348513","3.195","26.027737528462","","","7753052","29.2920007705688","112.9778"
1994,"YR1994","Early-demographic dividend","EAR","","","","1.56141869195035","138.308603601392","3.80822044337938","23.912803485712","74.56644","","2208443694","74.7317710998218","81.118401561427"
1994,"YR1994","East Asia & Pacific","EAS","","","","3.00094872844211","184.551662104049","2.03291704927863","25.7318660085211","94.65006","","1918771287","60.7882342705892","23.6466833303894"
1994,"YR1994","East Asia & Pacific (excluding high income)","EAP","","","","2.1626195793328","243.852222189098","2.08873787066161","28.6115470619771","94.25087","","1695931765","64.9756825676402","25.4983137075206"
1994,"YR1994","East Asia & Pacific (IDA & IBRD)","TEA","","","","2.15837655011885","243.852222189098","2.08775373312282","28.3436256070015","94.17848","","1674318786","65.0223664214731","25.7778003671283"
1994,"YR1994","Ecuador","ECU","500","1400","","1.21933341722876","77.7501489199801","3.437","51.5462722149978","","","11196479","44.8169994354249","85.0244"
1994,"YR1994","Egypt, Arab Rep.","EGY","100","500","","1.36509701580484","86.2135585991302","3.865","0.0502285398563464","","","62495745","46.3530015945435","70.7964"
1994,"YR1994","El Salvador","SLV","200","630","","0.828637795325292","109.922872149827","3.662","17.3262548262548","","","5544945","46.2379999160767","98.7848"
1994,"YR1994","Equatorial Guinea","GNQ","500","710","","0.0677484911934967","","5.978","64.6417112299465","","","487140","57.1679992675781","193.5176"
1994,"YR1994","Eritrea","ERI","500","1000","","0.280482251657217","199.385388039799","6.03","15.8712871287129","","","3085443","53.5860004425049","104.0708"
1994,"YR1994","Estonia","EST","100","","","13.0205461281054","","1.42","52.3897145553197","","","1462514","4.63699996471405","40.4006"
1994,"YR1994","Eswatini","SWZ","920","1800","","0.513970443014991","","4.955","28.5116279069767","","","941774","30.9609996080399","116.886"
1994,"YR1994","Ethiopia","ETH","35000","120000","","0.0404201985949301","847.145065585342","7.046","14.5504","33.5853996276855","","55431123","94.6230030059815","117.6188"
1994,"YR1994","Euro area","EMU","","","","7.94637961023082","115.097384692768","1.39752086337845","35.2946839779975","99.15709","","316366779","11.7386565894299","12.71290249903"
1994,"YR1994","Europe & Central Asia","ECS","","","","7.97521271191031","165.376462909763","1.69891513030086","37.4088551444935","98.86801","","854723055","15.3290161641002","33.433064069979"
1994,"YR1994","Europe & Central Asia (excluding high income)","ECA","","","","7.74510445038856","309.956328918967","1.93705656068898","38.4258921991586","98.514","","390918548","18.7590378105008","49.2604008625074"
1994,"YR1994","Europe & Central Asia (IDA & IBRD)","TEC","","","","7.78113812594894","302.446370741635","1.92041490052976","38.2909279821274","98.63487","","434111200","19.7118158096255","46.8772199914974"
1994,"YR1994","European Union","EUU","","","","8.03907960687522","127.507960214567","1.49071577921547","35.6072097607373","99.19367","","483262845","14.0719929944856","19.6161162320989"
1994,"YR1994","Faeroe Islands","FRO","","","","12.4479783783784","","2.4","0.0573065902578797","","","46250","",""
1994,"YR1994","Fiji","FJI","","","","0.977014811922154","","3.305","52.759715380405","","","765667","42.1080017089844","55.9282"
1994,"YR1994","Finland","FIN","","","","11.2460279230939","224.671197697083","1.85","72.5664007354148","","","5088333","10.8129996657372","10.6136"
1994,"YR1994","Fragile and conflict affected situations","FCS","","","","0.815848662445727","232.845361629578","5.6311620366102","27.234765548649","70.72502","","290750580","77.5661723529642","106.912607960017"
1994,"YR1994","France","FRA","3400","","","5.69923150922093","126.203783557627","1.73","26.9870663993016","","","59327192","8.84499979019165","10.5166"
1994,"YR1994","French Polynesia","PYF","","","","2.07979052741529","","2.946","20.4918032786885","","","211579","17.1629996299744","53.811"
1994,"YR1994","Gabon","GAB","500","1200","","4.14617210575981","59.4128828175275","5.087","85.380525478325","","","1058663","68.7789983749389","173.3522"
1994,"YR1994","Gambia, The","GMB","100","200","","0.180374005742509","","6.054","44.4268774703557","","","1036829","82.7639999389648","145.4668"
1994,"YR1994","Georgia","GEO","100","100","","1.25134791015304","442.458184046891","1.946","39.6549143761692","","","4861600","49.6919994354248","65.5702"
1994,"YR1994","Germany","DEU","2600","","","10.6283919217025","123.246746043028","1.24","32.4298931568846","","","81438348","5.63199996948243","14.7904"
1994,"YR1994","Ghana","GHA","7400","38000","","0.303371966520381","185.874820738912","5.239","38.4099498989189","","","16330174","88.0180006027222","98.5876"
1994,"YR1994","Gibraltar","GIB","","","","9.44502425154708","","","0","","","29895","",""
1994,"YR1994","Greece","GRC","200","","","7.41079235630208","102.271814583043","1.33","26.5306439100078","","","10512922","42.6229991912841","15.5532"
1994,"YR1994","Greenland","GRL","","","","9.05187387387388","","2.527","0.0006438396254024","","","55500","",""
1994,"YR1994","Grenada","GRD","","","","1.43869020673004","","3.254","49.9705882352941","","","99405","","74.6594"
1994,"YR1994","Guam","GUM","","","","","","2.881","46.2962962962963","","","142802","30.7499992847443","74.4644"
1994,"YR1994","Guatemala","GTM","100","500","","0.672311769898185","90.5018492054399","5.174","42.2918999626726","75.9882125854492","","10172297","70.306001663208","124.5166"
1994,"YR1994","Guinea","GIN","2300","8000","","0.165747450621934","","6.444","28.976070323946","","","7544291","96.2820014953614","177.9278"
1994,"YR1994","Guinea-Bissau","GNB","200","520","","0.164654916163841","","6.381","77.4395448079659","","","1113541","82.2470029592514","136.7414"
1994,"YR1994","Guyana","GUY","100","100","","1.82783757196621","","3.074","84.5557531115062","","","758342","30.1099996566772","90.36"
1994,"YR1994","Haiti","HTI","2700","12000","","0.0391788256567405","","4.997","4.10740203193033","","","7674911","86.3850014209747","66.6548"
1994,"YR1994","Heavily indebted poor countries (HIPC)","HPC","","","","0.159507752266761","","6.39970869854625","31.287681001058","58.25696","","401488248","85.1522614954304","138.11130540379"
1994,"YR1994","High income","HIC","","","","11.3888833075612","152.69803476754","1.7825699131754","27.3692502963056","","","1069147445","13.4410977091193","29.1417625631831"
1994,"YR1994","Honduras","HND","1200","7000","","0.600971612525607","147.802147555939","4.749","66.4795781571186","","","5552625","43.7760009765625","123.516"
1994,"YR1994","Hong Kong SAR, China","HKG","","","","5.18328147264473","54.636659396933","1.355","","","","6035400","3.48199999332428","6.0294"
1994,"YR1994","Hungary","HUN","100","","","5.6929967114152","159.664097111891","1.64","20.558646783886","","","10343355","12.8840000629425","32.1586"
1994,"YR1994","IBRD only","IBD","","","","2.61281753712677","198.317326292578","2.65108662272228","34.2936254405104","86.21711","","3687117639","60.0195987756657","55.0541184124994"
1994,"YR1994","Iceland","ISL","","","","7.55397506211916","","2.14","0.211271820448878","","","266021","6.53200018405914","24.7082"
1994,"YR1994","IDA & IBRD total","IBT","","","","2.17773217311252","200.350525950234","3.18198261800449","32.5001717819395","81.62858","","4623980430","63.6220149794209","69.1936638549693"
1994,"YR1994","IDA blend","IDB","","","","0.900011186181607","226.709229451882","5.51878103228474","23.4983781325788","75.51542","","313402026","76.1211071542452","103.46124133837"
1994,"YR1994","IDA only","IDX","","","","0.23883114716699","222.132076941119","5.53588578384439","29.0099038720036","60.18528","","623460765","84.1450245279656","125.366088985853"
1994,"YR1994","IDA total","IDA","","","","0.462349958546408","224.832318709042","5.53022997310985","27.7660968658911","65.93846","","936862791","82.0101336115838","118.140064355206"
1994,"YR1994","India","IND","29000","59000","","0.811640203078728","193.027321192633","3.723","21.7003958711014","","","942204249","90.7610015869141","87.1272"
1994,"YR1994","Indonesia","IDN","100","100","","1.14162855179063","108.412552429537","2.761","61.2124289980514","","","193945272","72.0019989013672","57.0052"
1994,"YR1994","Iran, Islamic Rep.","IRN","500","1400","","4.44085203672659","131.269755274148","3.5","5.63367224145976","","","59725125","43.6970005035401","64.6822"
1994,"YR1994","Iraq","IRQ","","","","3.64001025858796","269.287165920362","5.517","1.85106431625397","","","19597239","50.6390008926391","66.4018"
1994,"YR1994","Ireland","IRL","100","","","9.10012739577305","122.464177561846","1.85","7.73668166642474","","","3590386","7.4630000591278","17.1988"
1994,"YR1994","Isle of Man","IMN","","","","","","1.8","6.07017543859649","","","69818","",""
1994,"YR1994","Israel","ISR","","","","8.96475884423041","119.076233031626","2.9","6.48798521256932","","","5399000","5.16399991512299","18.6664"
1994,"YR1994","Italy","ITA","2600","","","7.16667248968218","80.0210140832605","1.21","26.8661385196015","","","56843400","16.3759999275208","7.217"
1994,"YR1994","Jamaica","JAM","720","2000","","3.26127544667852","143.655697627784","2.797","31.6823638042475","","","2513049","34.6669993400574","96.097"
1994,"YR1994","Japan","JPN","100","","","9.38945208505054","121.556093939359","1.5","68.3499725726824","","","124961000","21.875","3.9906"
1994,"YR1994","Jordan","JOR","","","","3.10146764535472","135.966403879511","4.754","1.10494106980961","","","4395953","5.98200011253357","44.9892"
1994,"YR1994","Kazakhstan","KAZ","100","100","","12.4250412809435","407.410384874014","2.28","1.25910286328111","","","16095199","39.3339990377426","49.075"
1994,"YR1994","Kenya","KEN","54000","270000","","0.246966851518388","201.010226709462","5.535","7.4800576308114","","","26548486","74.2159976959229","113.7536"
1994,"YR1994","Kiribati","KIR","","","","0.382621851808376","","4.445","15","","","76671","","44.188"
1994,"YR1994","Korea, Dem. Rep.","PRK","","","","","","2.164","63.8966863217341","","","21577982","62.0170011520386","1.5514"
1994,"YR1994","Korea, Rep.","KOR","","","","7.70667723380511","193.710719828454","1.656","65.6976985278872","","","44641540","40.1219997406006","3.637"
1994,"YR1994","Kosovo","XKX","","","","","","2.71","","","","1997000","",""
1994,"YR1994","Kuwait","KWT","100","","","","115.946008933979","2.66","0.225028058361392","","","","0.374999985098839","24.1326"
1994,"YR1994","Kyrgyz Republic","KGZ","100","100","","1.3790538415539","341.605127916822","2.9","4.40646506777894","","","4515100","44.4059982299805","66.319"
1994,"YR1994","Lao PDR","LAO","100","100","","0.0580175007066944","","5.589","74.5118717504333","","","4740380","94.6640014648438","97.8458"
1994,"YR1994","Late-demographic dividend","LTE","","","","3.41774836803611","234.050789704808","1.93859693023781","38.7459230543818","93.94673","","1936316441","55.5875717018983","29.6216834428697"
1994,"YR1994","Latin America & Caribbean","LCN","","","","2.36399740405371","101.423665761616","2.96731383923261","50.1440584192723","93.42353","","477832467","40.4388120278893","83.9445311916798"
1994,"YR1994","Latin America & Caribbean (excluding high income)","LAC","","","","2.20856965864827","99.9484351931935","3.0164475091255","58.238762175051","93.24714","","417319166","43.1525391301554","85.6268735030723"
1994,"YR1994","Latin America & Caribbean (IDA & IBRD)","TLA","","","","2.32753094646187","101.423665761616","3.00844955254866","50.3092044613931","93.29616","","462368285","41.4939938154846","84.299103752728"
1994,"YR1994","Latvia","LVA","","","","4.32927764920012","","1.39","51.4534696765065","","","2520742","11.6440000534058","34.8766"
1994,"YR1994","Least developed countries: UN classification","LDC","","","","0.13678897044597","231.156132029406","5.64028670593358","29.951455888867","57.55457","","570101958","85.4502923797048","130.418602169596"
1994,"YR1994","Lebanon","LBN","100","","","4.27026060296372","108.503068508891","2.691","12.8054740957967","","","2974640","15.4839997291565","34.7094"
1994,"YR1994","Lesotho","LSO","1500","2700","","0.967419384075227","","4.617","1.34387351778656","","","1732257","59.3790016174316","89.394"
1994,"YR1994","Liberia","LBR","2700","10000","","0.154849879650353","","6.208","49.9273255813954","","","2012885","90.1960010528565","157.6946"
1994,"YR1994","Libya","LBY","","","","9.09007574248667","","3.859","0.123327687918433","","","4855003","46.0259990692139","10.3918"
1994,"YR1994","Liechtenstein","LIE","","","","","","","41.625","","","30365","",""
1994,"YR1994","Lithuania","LTU","100","","","4.74675812601309","","1.57","31.509253350351","","","3657144","11.4269998073578","39.6358"
1994,"YR1994","Low & middle income","LMY","","","","2.10998225074921","203.208735767509","3.19418162841873","33.2538866196315","81.56601","","4559643731","64.2877863449246","69.2782110440051"
1994,"YR1994","Low income","LIC","","","","0.409983950037723","","6.15134049609934","29.1359891730337","57.30135","","395678396","82.7553477041022","130.18998001552"
1994,"YR1994","Lower middle income","LMC","","","","0.976796138175252","181.665828686443","3.87270903945142","29.0789614042332","72.97616","","2042431452","77.3518351438508","84.5593445802604"
1994,"YR1994","Luxembourg","LUX","100","","","25.2915381274431","135.023192908481","1.72","","","","402925","8.71600031852722","11.5768"
1994,"YR1994","Macao SAR, China","MAC","","","","3.36662345221717","","1.309","","","","377960","6.10500001907349","6.7632"
1994,"YR1994","Macedonia, FYR","MKD","100","","","5.28297378567828","161.402158423797","2.033","36.5867086118757","98.8611679077148","","1981703","18.3219995498657","39.8138"
1994,"YR1994","Madagascar","MDG","100","200","","0.097101582262424","","6.033","23.0842246449083","","","13066543","84.8179988861084","151.5712"
1994,"YR1994","Malawi","MWI","22000","79000","","0.0935747928748626","","6.495","39.9278744166313","","","9796976","74.9820017814637","162.476"
1994,"YR1994","Malaysia","MYS","2200","6800","","4.70362623627263","117.263731198579","3.372","67.1495967128291","","","19986894","27.2449998855591","17.3604"
1994,"YR1994","Maldives","MDV","","","","0.797068022364179","","4.637","3.33333333333333","","","248433","56.2139987945556","80.8174"
1994,"YR1994","Mali","MLI","3200","14000","","0.0493983728885318","","7.094","5.22377662495185","","","9353385","95.1779975891113","194.1818"
1994,"YR1994","Malta","MLT","","","","6.45741561431922","109.552075108859","1.88","1.09375","","","374797","8.36800003051758","14.6"
1994,"YR1994","Marshall Islands","MHL","","","","1.30511122095897","","","70.2222222222222","","","50575","",""
1994,"YR1994","Mauritania","MRT","500","1100","","0.505926630503276","","5.825","0.36460657805375","","","2261403","64.5350003242492","105.2718"
1994,"YR1994","Mauritius","MUS","","","","1.45975364066546","76.8726295648725","2.25","20.4039408866995","","","1112846","12.7079997062683","40.0582"
1994,"YR1994","Mexico","MEX","3200","20000","","3.82006850588452","103.453802566417","3.097","35.4939170246148","","","92349147","42.0030002593994","80.7924"
1994,"YR1994","Micronesia, Fed. Sts.","FSM","","","","0.968120916111148","","4.716","90.9857142857143","","","106057","","46.9466"
1994,"YR1994","Middle East & North Africa","MEA","","","","4.33943986004394","114.302436746377","4.10380467677264","1.79357815715693","80.74749","","279279333","36.841603003631","57.0567523871807"
